IMT,IMD,TREATMENT
1635,34.4818792991,TPT
2010,19.7230829233,TPT
2460,112.361025271,TPT
1200,75.0732975165,TPT
1230,48.4664832642,TPT
1005,18.0277563773,TPT
1155,95.8853482029,TPT
1680,57.008771255,TPT
1185,46.3249392876,TPT
1185,25.5538646784,TPT
1635,36.7967389859,TPT
1095,29.6141857899,TPT
1425,20.2237484162,TPT
1185,28.2842712475,TPT
1320,7.61577310586,TPT
1320,22.2036033112,TPT
1230,69.0289794217,TPT
1275,81.0246875958,TPT
1305,18.6815416923,TPT
1440,114.791114639,TPT
1065,98.5088828482,TPT
1290,89.4986033411,TPT
1575,15.8113883008,TPT
1245,90.5207158611,TPT
1140,77.3886296558,TPT
1125,48.0104155366,TPT
1215,54.4242592968,TPT
1170,52.8015151298,TPT
1200,59.8414572015,TPT
2100,84.8528137424,TPT
1125,35.6089876295,TPT
1110,38.2099463491,TPT
1245,25.495097568,TPT
1230,17.7200451467,TPT
1350,64.0078120232,TPT
1950,34.1320963318,TPT
1335,27.8028775489,TPT
1200,21.2132034356,TPT
1290,59.816385715,TPT
1230,30.2324329157,TPT
1200,60.5392434707,TPT
1125,28.1780056072,TPT
1140,46.3249392876,TPT
1425,6.0,TPT
1380,25.0,TPT
1110,71.4492827116,TPT
1485,115.732450073,TPT
1275,53.600373133,TPT
1290,26.0768096208,TPT
1395,26.0768096208,TPT
1335,77.1297607931,TPT
1245,9.05538513814,TPT
1350,35.7351367704,TPT
1305,43.931765273,TPT
1320,85.4400374532,TPT
1290,49.3963561409,TPT
1305,50.0399840128,TPT
1320,15.0,TPT
1305,24.5153013443,TPT
1470,65.9241988954,TPT
1095,79.1580697087,TPT
945,30.61045573,TPT
1050,61.8142378421,TPT
1215,95.2732911156,TPT
1170,2.82842712475,TPT
1230,35.8468966579,TPT
1155,127.424487443,TPT
1170,69.5844810285,TPT
1305,89.6437393241,TPT
1095,111.036030188,TPT
0,6.40312423743,TPT
1050,10.1980390272,TPT
1350,47.4236228055,TPT
1155,126.245792009,TPT
1425,95.7705591505,TPT
0,6.40312423743,TPT
705,36.1386219992,TPT
1305,35.902646142,TPT
2475,64.4748012793,TPT
1770,138.293166859,TPT
1095,87.3212459829,TPT
1260,54.4885309033,TPT
1245,51.4781507049,TPT
1065,71.4002801115,TPT
1035,134.182711256,TPT
1050,74.8131004571,TPT
1155,20.2484567313,TPT
1200,28.8444102037,TPT
1065,66.1891229735,TPT
975,48.7647413609,TPT
1005,25.495097568,TPT
1965,31.4006369362,TPT
1620,46.872166581,TPT
1320,72.1803297305,TPT
1305,72.5672102261,TPT
1305,47.4341649025,TPT
1095,116.606174794,TPT
1245,68.7313611098,TPT
1590,126.751725827,TPT
375,43.0813184571,TPT
1335,82.4196578493,TPT
1350,95.1892851113,TPT
1875,24.1660919472,TPT
1725,59.2283715798,TPT
1485,44.0454310911,TPT
1665,9.05538513814,TPT
1575,89.0505474436,TPT
1695,45.8911756223,TPT
3060,13.0,TPT
2100,93.9627585802,TPT
1365,56.7538544947,TPT
1200,87.5556965594,TPT
1185,52.3450093132,TPT
1170,114.38968485,TPT
1050,64.8459713475,TPT
1200,82.8070045346,TPT
1185,16.1245154966,TPT
1095,59.3969696197,TPT
1095,51.9711458407,TPT
1350,70.0071424927,TPT
1095,89.1066776398,TPT
1035,82.2982381342,TPT
1125,6.0,TPT
1320,135.366170072,TPT
1020,45.3100430368,TPT
1140,54.2309874518,TPT
1245,88.4816365129,TPT
1110,66.8505796534,TPT
1200,35.1710107901,TPT
975,15.8113883008,TPT
1230,41.400483089,TPT
1260,136.180027904,TPT
1260,40.8044115262,TPT
1245,19.1049731745,TPT
1230,70.0927956355,TPT
1290,139.316187143,TPT
1500,50.960769225,TPT
1110,21.6333076528,TPT
1485,54.4518135602,TPT
1485,55.0817574157,TPT
1320,103.947101932,TPT
1440,76.47875522,TPT
1185,15.5241746963,TPT
1050,48.2597140481,TPT
1230,10.0,TPT
1605,75.2861208989,TPT
1515,151.792621692,TPT
1590,5.0,TPT
1290,66.4906008395,CONTROL
1275,61.4654374425,CONTROL
1320,51.6139516023,CONTROL
1155,46.6690475583,CONTROL
1080,89.1066776398,CONTROL
1005,54.8178802947,CONTROL
1275,19.2353840617,CONTROL
1965,58.412327466,CONTROL
1185,12.2065556157,CONTROL
1050,40.2616442784,CONTROL
1020,43.1393092202,CONTROL
1275,43.3243580449,CONTROL
1155,74.8131004571,CONTROL
1125,7.07106781187,CONTROL
1020,26.2488094968,CONTROL
1305,42.4499705536,CONTROL
1080,37.0,CONTROL
1395,73.4982993001,CONTROL
1365,29.0172362571,CONTROL
1140,96.8762096699,CONTROL
975,82.6377637645,CONTROL
870,20.591260282,CONTROL
1410,41.8688428309,CONTROL
1440,50.931326313,CONTROL
1485,22.0907220344,CONTROL
1275,51.0392006207,CONTROL
1245,39.4081209905,CONTROL
1395,50.0899191455,CONTROL
1350,30.8058436015,CONTROL
945,67.9779375974,CONTROL
1185,178.675683852,CONTROL
1065,24.5967477525,CONTROL
1110,27.8028775489,CONTROL
1440,15.6204993518,CONTROL
1110,24.0831891576,CONTROL
1290,73.8241153012,CONTROL
1140,29.4108823397,CONTROL
1290,104.27847333,CONTROL
1125,118.949569146,CONTROL
1050,52.3545604508,CONTROL
1020,30.083217913,CONTROL
1320,50.9215082259,CONTROL
1350,10.7703296143,CONTROL
1170,8.0622577483,CONTROL
1260,37.2021504755,CONTROL
1050,1.0,CONTROL
1140,10.0,CONTROL
1035,36.0693775937,CONTROL
1320,10.0498756211,CONTROL
1560,24.8394846967,CONTROL
1275,10.295630141,CONTROL
1095,44.1021541424,CONTROL
1110,20.0249843945,CONTROL
1815,21.1896201004,CONTROL
1395,6.0827625303,CONTROL
1305,20.0,CONTROL
1290,14.7648230602,CONTROL
1275,37.6563407675,CONTROL
1320,38.9486841883,CONTROL
1200,33.5261092285,CONTROL
1065,35.6089876295,CONTROL
1110,56.8506816142,CONTROL
1125,10.4403065089,CONTROL
1380,4.12310562562,CONTROL
1485,26.1725046566,CONTROL
1080,34.6554469023,CONTROL
1365,5.38516480713,CONTROL
1290,19.2093727123,CONTROL
1230,40.2243707222,CONTROL
1395,35.2278299076,CONTROL
1125,34.0147027034,CONTROL
1365,28.1602556807,CONTROL
1305,60.827625303,CONTROL
930,12.0,CONTROL
1275,10.295630141,CONTROL
1140,7.61577310586,CONTROL
1275,23.0,CONTROL
1185,31.384709653,CONTROL
1830,12.0830459736,CONTROL
1230,34.4818792991,CONTROL
1140,55.542776308,CONTROL
1170,22.803508502,CONTROL
1125,26.9072480941,CONTROL
990,34.6554469023,CONTROL
1230,25.079872408,CONTROL
1395,15.1327459504,CONTROL
1380,99.1261822124,CONTROL
1230,38.0788655293,CONTROL
1200,97.5141015443,CONTROL
1170,95.5248658727,CONTROL
1155,52.4022900263,CONTROL
1140,59.6657355607,CONTROL
1065,29.0172362571,CONTROL
1155,27.8028775489,CONTROL
1290,74.4110206891,CONTROL
1080,66.7083203206,CONTROL
1170,40.8044115262,CONTROL
1215,27.7308492477,CONTROL
1365,138.397976864,CONTROL
1335,9.43398113206,CONTROL
1215,73.0068489938,CONTROL
1230,50.1198563446,CONTROL
1530,93.2630687893,CONTROL
1215,116.0,CONTROL
2220,53.3666562565,CONTROL
1410,102.259473889,CONTROL
1170,12.1655250606,CONTROL
1350,23.2594066992,CONTROL
1125,29.6816441593,CONTROL
1185,23.0867927612,CONTROL
1170,22.360679775,CONTROL
1275,86.0929730001,CONTROL
1230,73.6817480792,CONTROL
1170,35.1710107901,CONTROL
1170,51.0392006207,CONTROL
1665,48.0,CONTROL
1650,15.2643375225,CONTROL
1305,108.342050931,CONTROL
1230,85.0058821494,CONTROL
1335,23.4307490277,CONTROL
1095,64.1326749793,CONTROL
1185,24.1867732449,CONTROL
1245,46.0977222865,CONTROL
1590,41.1096095822,CONTROL
1305,140.24621207,CONTROL
1200,162.732910009,CONTROL
1365,23.3452350599,CONTROL
1185,60.9015599143,CONTROL
1425,77.9294552785,CONTROL
1215,74.404300951,CONTROL
1290,25.632011236,CONTROL
1005,18.6010752377,CONTROL
1125,24.1867732449,CONTROL
1185,25.9615099715,CONTROL
1170,50.5964425627,CONTROL
1200,53.0377224247,CONTROL
1020,60.605280298,CONTROL
1620,45.3100430368,CONTROL
2490,87.800911157,CONTROL
1245,57.0350769264,CONTROL
1440,31.6227766017,CONTROL
1770,42.4499705536,CONTROL
1815,106.404887106,CONTROL
1620,68.8767014309,CONTROL
1980,198.398588705,CONTROL
1365,92.4445779914,CONTROL
1170,54.0370243444,CONTROL
1215,60.0083327547,CONTROL
1260,48.4148737476,CONTROL
1215,14.8660687473,CONTROL
1395,41.9761837236,CONTROL
1320,59.5063021872,CONTROL
1035,90.8019823572,CONTROL
1155,61.7737808459,CONTROL
1380,80.8022276921,CONTROL
1200,18.6010752377,CONTROL
1140,14.2126704036,CONTROL
1290,13.152946438,CONTROL
1275,26.4007575649,CONTROL
1185,56.0357029045,CONTROL
1065,45.6179789118,CONTROL
1365,24.6981780705,CONTROL
1530,88.2326470191,CONTROL
1725,43.0116263352,CONTROL
1350,23.0867927612,CONTROL
1545,10.8166538264,CONTROL
1455,41.0,CONTROL
1575,87.6926450736,CONTROL
1080,54.8178802947,CONTROL
1320,21.9544984001,CONTROL
1410,28.6006992922,CONTROL
1605,24.6981780705,CONTROL
1065,45.2216762184,CONTROL
1140,65.2763356815,CONTROL
1335,47.0106370942,CONTROL
1320,12.2065556157,CONTROL
1125,16.5529453572,CONTROL
1395,73.4302390027,CONTROL
1455,40.0,CONTROL
1050,26.9258240357,CONTROL
1035,86.6083136887,CONTROL
1890,47.0106370942,CONTROL
1665,23.769728648,CONTROL
1020,21.4709105536,CONTROL
1380,28.6530975638,CONTROL
1605,1.0,CONTROL
1125,15.0,CONTROL
1530,31.064449134,CONTROL
1200,50.0,CONTROL
1260,31.384709653,CONTROL
1005,10.8166538264,CONTROL
1035,55.5697759578,CONTROL
1230,37.6430604494,CONTROL
1215,44.821869662,CONTROL
1200,12.0415945788,CONTROL
1380,31.7647603485,CONTROL
2685,35.1140997322,CONTROL
2385,62.8012738724,CONTROL
1095,22.0907220344,CONTROL
1245,33.3016516107,CONTROL
1050,79.2022726947,CONTROL
1440,36.3455636908,CONTROL
1275,44.0113621693,CONTROL
1290,15.2643375225,CONTROL
1305,24.4131112315,CONTROL
2715,22.5610283454,CONTROL
1095,56.6127194189,CONTROL
1380,199.912480851,CONTROL
1635,92.4175308045,CONTROL
1350,72.7186358508,CONTROL
2445,105.32331176,CONTROL
1350,69.3541635376,CONTROL
1005,11.6619037897,CONTROL
1125,92.800862065,CONTROL
1230,39.9624824054,CONTROL
1350,65.4599113962,CONTROL
1440,27.2029410175,CONTROL
1215,39.3954312072,CONTROL
1380,34.5398320783,CONTROL
1440,12.8062484749,CONTROL
1155,45.8039299624,CONTROL
1095,26.0768096208,CONTROL
1365,34.8281495345,CONTROL
1125,24.2074368738,CONTROL
1455,18.0277563773,CONTROL
1440,2.2360679775,CONTROL
1110,65.2763356815,CONTROL
1080,16.2788205961,CONTROL
1170,23.0867927612,CONTROL
1590,16.4012194669,CONTROL
1410,17.0,CONTROL
1305,20.6155281281,CONTROL
1485,26.1725046566,CONTROL
1455,37.5898922584,CONTROL
1200,38.5875627631,CONTROL
1140,45.7055795281,CONTROL
1590,79.9249648108,CONTROL
1365,36.4005494464,CONTROL
1155,12.0,CONTROL
1185,9.43398113206,CONTROL
1335,46.270941205,CONTROL
1170,45.3541618818,CONTROL
1380,43.382023927,CONTROL
1305,54.3323108288,CONTROL
2955,48.795491595,CONTROL
1170,18.6815416923,CONTROL
1305,30.8058436015,CONTROL
1620,40.0249921924,CONTROL
1245,33.3016516107,CONTROL
1140,50.0099990002,CONTROL
1110,35.0570962859,CONTROL
1605,6.40312423743,CONTROL
1425,27.2946881279,CONTROL
1305,17.0293863659,CONTROL
1440,35.0570962859,CONTROL
1215,37.4432904537,CONTROL
1185,96.7470929796,CONTROL
1590,72.3394774656,CONTROL
1515,23.6008474424,CONTROL
1380,36.1247837364,CONTROL
1845,20.8086520467,CONTROL
1260,134.807269834,CONTROL
1365,125.96031121,CONTROL
1185,52.8866712887,CONTROL
1500,29.7321374946,CONTROL
1515,11.7046999107,CONTROL
1275,22.825424421,CONTROL
1335,21.8403296678,CONTROL
1545,7.81024967591,CONTROL
1140,17.4928556845,CONTROL
1140,44.1474801093,CONTROL
1035,129.189782878,CONTROL
1215,113.145923479,CONTROL
1005,96.7729300993,CONTROL
1170,44.72135955,CONTROL
1245,2.0,CONTROL
1140,12.2065556157,CONTROL
1110,48.8364617883,CONTROL
1425,34.0587727319,CONTROL
1425,17.1172427686,CONTROL
1410,20.2237484162,CONTROL
1260,34.1760149813,CONTROL
1425,37.4432904537,CONTROL
1395,138.361844451,CONTROL
1410,21.8403296678,CONTROL
1590,38.1182371051,CONTROL
1365,87.5556965594,CONTROL
1095,22.6715680975,CONTROL
1920,11.1803398875,CONTROL
1290,44.9110231458,CONTROL
1530,59.640590205,CONTROL
1815,14.3178210633,CONTROL
2040,15.8113883008,CONTROL
1395,30.4138126515,CONTROL
1305,53.310411741,CONTROL
1485,78.5493475466,CONTROL
1335,55.0272659688,CONTROL
1410,10.7703296143,CONTROL
1200,132.612216632,CONTROL
1665,90.9340420305,CONTROL
1410,5.38516480713,CONTROL
1380,49.3963561409,CONTROL
1275,40.4598566483,CONTROL
1365,28.3019433962,CONTROL
1365,57.9741321625,CONTROL
1380,56.0802995712,CONTROL
1320,10.6301458127,CONTROL
1470,23.0217288664,CONTROL
1440,54.7083174664,CONTROL
1140,121.103261723,CONTROL
1215,132.060592154,CONTROL
1350,48.0416485979,CONTROL
1035,6.0,CONTROL
1140,36.6742416418,CONTROL
1215,136.561341528,CONTROL
1350,55.1543289326,CONTROL
1110,28.8617393793,CONTROL
1170,56.5154846038,CONTROL
1770,34.0,CONTROL
1170,104.316825105,CONTROL
1065,19.6977156036,CONTROL
990,82.8070045346,CONTROL
1365,66.9402718847,CONTROL
1530,55.4707129934,CONTROL
1140,86.6083136887,CONTROL
1575,171.944758571,CONTROL
2520,179.446370819,CONTROL
975,57.008771255,CONTROL
1305,111.30588484,CONTROL
1680,53.4883164813,CONTROL
1200,33.2866339542,CONTROL
1305,34.5398320783,CONTROL
1320,45.2216762184,CONTROL
975,77.0064932327,CONTROL
1050,69.8713102783,CONTROL
1050,26.2488094968,CONTROL
1320,30.5286750449,CONTROL
1320,33.2866339542,CONTROL
1125,57.0701322935,CONTROL
1215,23.6008474424,CONTROL
1125,106.103722838,CONTROL
1380,36.0693775937,CONTROL
1215,53.1507290637,CONTROL
1515,90.3548559846,CONTROL
1470,31.1448230048,CONTROL
1035,56.0802995712,CONTROL
1200,112.924753708,CONTROL
1215,35.0142828,CONTROL
1245,55.0,CONTROL
1305,35.1283361405,CONTROL
1260,37.0,CONTROL
1185,1.41421356237,CONTROL
1425,96.8968523741,CONTROL
1320,103.484298326,CONTROL
1425,70.5761999544,CONTROL
1050,29.0,CONTROL
1275,65.192024052,CONTROL
1650,29.0,CONTROL
1305,36.7151195014,CONTROL
1500,48.8773976394,CONTROL
1575,30.886890423,CONTROL
1725,68.2641926635,CONTROL
1920,72.9177618965,CONTROL
1320,55.9464029228,CONTROL
1545,31.384709653,CONTROL
1395,36.235341864,CONTROL
1545,14.8660687473,CONTROL
1320,25.9615099715,CONTROL
1275,13.6014705087,CONTROL
1275,39.5600808897,CONTROL
1230,11.1803398875,CONTROL
1110,45.8802789878,CONTROL
1185,39.6610640301,CONTROL
1140,28.0178514522,CONTROL
1590,44.6430285711,CONTROL
1050,48.7647413609,CONTROL
1605,30.8058436015,CONTROL
1350,19.9248588452,CONTROL
1125,38.2099463491,CONTROL
1155,18.4390889146,CONTROL
1125,27.7848879789,CONTROL
1140,34.5398320783,CONTROL
1200,24.0,CONTROL
1260,38.8329756779,CONTROL
1065,20.2484567313,CONTROL
1095,13.8924439894,CONTROL
1080,72.1110255093,CONTROL
1425,18.2482875909,CONTROL
1155,43.8292140016,CONTROL
1170,20.0249843945,CONTROL
1155,65.8559033041,CONTROL
945,71.8470597867,CONTROL
1365,5.0,CONTROL
1500,68.0073525437,CONTROL
1350,30.4138126515,CONTROL
1215,74.0270220933,CONTROL
1170,22.6715680975,CONTROL
1185,24.5967477525,CONTROL
1455,27.2946881279,CONTROL
1335,39.0,CONTROL
1365,54.3783044973,CONTROL
1170,10.4403065089,CONTROL
1200,66.6108099335,CONTROL
1230,53.1507290637,CONTROL
1020,32.6955654485,CONTROL
1050,24.5967477525,CONTROL
1665,48.8364617883,CONTROL
1305,34.5398320783,CONTROL
1305,31.6227766017,CONTROL
1215,83.2406150866,CONTROL
1200,72.8971878744,CONTROL
1110,50.2493781056,CONTROL
1500,134.134261097,CONTROL
1230,83.868945385,CONTROL
1320,46.1410879802,CONTROL
1350,40.2616442784,CONTROL
1365,57.9741321625,CONTROL
1890,17.4928556845,CONTROL
1335,33.2866339542,CONTROL
1560,70.5761999544,CONTROL
1380,21.0950231097,CONTROL
1350,117.153745139,CONTROL
1365,23.0217288664,CONTROL
1110,26.4007575649,CONTROL
1335,62.5859409133,CONTROL
1320,46.6476151588,CONTROL
1110,70.2922470832,CONTROL
1245,32.6496554346,CONTROL
1200,37.947331922,CONTROL
1230,12.0830459736,CONTROL
1185,5.09901951359,CONTROL
1320,61.2943716829,CONTROL
1185,19.1049731745,CONTROL
1185,26.9258240357,CONTROL
1260,33.0,CONTROL
1320,21.9544984001,CONTROL
1215,23.0217288664,CONTROL
1305,99.1413132856,CONTROL
1110,56.6127194189,CONTROL
1125,107.228727494,CONTROL
1155,60.7289058028,CONTROL
1185,64.88451279,CONTROL
1500,115.212846506,CONTROL
1320,23.8537208838,CONTROL
1500,26.5706605112,CONTROL
1455,49.3659801888,CONTROL
1260,12.5299640861,CONTROL
1140,48.3011387029,CONTROL
1155,25.8069758011,CONTROL
1125,49.9299509313,CONTROL
1410,19.6977156036,CONTROL
1335,33.7342555869,CONTROL
1500,62.128898268,CONTROL
1335,50.9901951359,CONTROL
1140,12.8062484749,CONTROL
1065,52.4690384894,CONTROL
1155,33.5261092285,CONTROL
1350,17.0293863659,CONTROL
1515,13.0384048104,CONTROL
1095,48.754486973,CONTROL
1260,64.0078120232,CONTROL
1230,39.2045915678,CONTROL
1095,67.7200118133,CONTROL
1290,11.1803398875,CONTROL
1260,31.384709653,CONTROL
1260,18.1107702763,CONTROL
1710,78.9176786278,CONTROL
1275,26.9072480941,CONTROL
1440,11.401754251,CONTROL
1455,77.1297607931,CONTROL
1695,40.8533964316,CONTROL
1290,53.600373133,CONTROL
1215,9.89949493661,CONTROL
1230,13.0384048104,CONTROL
1305,27.7308492477,CONTROL
1320,48.2597140481,CONTROL
1455,32.2024843762,CONTROL
1170,44.0,CONTROL
1410,40.249223595,CONTROL
1335,46.0108682813,CONTROL
1485,59.9416382826,CONTROL
1365,84.5044377533,CONTROL
1410,20.6155281281,CONTROL
1395,43.2897216438,CONTROL
1350,14.1421356237,CONTROL
1305,45.607017004,CONTROL
4590,152.793978939,CONTROL
1185,60.9590026165,CONTROL
1215,70.0642562224,CONTROL
1185,11.401754251,CONTROL
1080,8.0622577483,CONTROL
1095,28.6006992922,CONTROL
1650,86.2670273048,CONTROL
1260,76.9220384545,CONTROL
1290,32.4499614792,CONTROL
1095,18.1107702763,CONTROL
1110,34.8281495345,CONTROL
1140,49.4064773081,CONTROL
1110,30.8058436015,CONTROL
1680,44.5533388199,CONTROL
1575,82.0975030071,CONTROL
1140,17.2046505341,CONTROL
990,39.2045915678,CONTROL
1260,69.2314957227,CONTROL
1530,16.1554944214,CONTROL
1275,49.040799341,CONTROL
1155,20.6155281281,CONTROL
1170,145.797805196,CONTROL
1305,67.082039325,CONTROL
1260,77.2010362625,CONTROL
1125,67.4166151627,CONTROL
1170,52.8015151298,CONTROL
1155,102.04410811,CONTROL
1485,38.0788655293,CONTROL
1140,53.4509120596,CONTROL
1305,23.769728648,CONTROL
1425,33.6005952328,CONTROL
1170,74.404300951,CONTROL
1620,70.6045324324,CONTROL
1140,70.6823881883,CONTROL
1440,43.4165866922,CONTROL
1380,71.5891053164,CONTROL
1170,40.8533964316,CONTROL
1185,74.5184540902,CONTROL
1560,74.6860093994,CONTROL
1380,27.8028775489,CONTROL
1425,72.2495674728,CONTROL
1380,10.0498756211,CONTROL
1095,4.24264068712,CONTROL
1380,34.0587727319,CONTROL
1245,33.3016516107,CONTROL
1320,33.941125497,CONTROL
1365,74.966659256,CONTROL
1500,34.4383507154,CONTROL
1830,54.4058820349,CONTROL
1440,66.0302960769,CONTROL
1365,57.0701322935,CONTROL
2130,91.2852671574,CONTROL
1335,48.0208288142,CONTROL
2130,99.2471662064,CONTROL
1275,42.5205832509,CONTROL
2070,30.2654919008,CONTROL
2145,134.974071584,CONTROL
1905,39.2045915678,CONTROL
1905,92.0977741316,CONTROL
1245,155.862118554,CONTROL
1095,11.313708499,CONTROL
1200,61.6846820532,CONTROL
1200,51.6236379966,CONTROL
1290,28.0713376952,CONTROL
1110,33.5410196625,CONTROL
1290,20.0997512422,CONTROL
1200,115.663304466,CONTROL
1035,36.8781778292,CONTROL
1035,42.0594816896,CONTROL
1320,8.0622577483,CONTROL
1260,92.0217365626,CONTROL
2310,50.6063237155,CONTROL
1275,64.88451279,CONTROL
1425,51.0,CONTROL
1110,52.4022900263,CONTROL
1140,40.2243707222,CONTROL
1335,42.0594816896,CONTROL
1260,20.3960780544,CONTROL
1125,52.0096144958,CONTROL
1110,37.5366487582,CONTROL
1350,74.4647567645,CONTROL
1170,48.9182992345,CONTROL
1440,98.7167665597,CONTROL
1365,88.4590300648,CONTROL
1155,25.495097568,CONTROL
1215,106.066017178,CONTROL
1350,49.4772675074,CONTROL
1440,82.036577208,CONTROL
1260,99.7647232242,CONTROL
1500,14.0,CONTROL
1575,38.0,CONTROL
1095,38.9486841883,CONTROL
1365,71.8679344353,CONTROL
1170,49.5176736126,CONTROL
1455,96.7729300993,CONTROL
1365,82.0,CONTROL
1140,27.1661554144,CONTROL
1215,107.354552768,CONTROL
1365,49.4974746831,CONTROL
1455,82.8070045346,CONTROL
1260,102.532921542,CONTROL
1515,13.3416640641,CONTROL
1575,42.2965719651,CONTROL
1380,130.545011395,CONTROL
1350,36.2491379208,CONTROL
990,67.082039325,CONTROL
2085,29.4108823397,CONTROL
1185,27.6586333719,CONTROL
1125,27.6586333719,CONTROL
1350,40.3112887415,CONTROL
1710,110.136279218,CONTROL
1230,19.0,CONTROL
1530,64.3506021728,CONTROL
1500,65.306967469,CONTROL
1410,18.6010752377,CONTROL
1215,45.4532727095,CONTROL
1335,8.0622577483,CONTROL
1200,26.9072480941,CONTROL
1305,5.83095189485,CONTROL
1380,29.0,CONTROL
1155,4.12310562562,CONTROL
1470,41.0,CONTROL
1275,50.5667875191,CONTROL
1440,7.28010988928,CONTROL
1635,97.6217188949,CONTROL
1335,148.569848893,CONTROL
1155,18.7882942281,CONTROL
1275,18.6815416923,CONTROL
1065,22.0907220344,CONTROL
1320,9.21954445729,CONTROL
1110,27.6586333719,CONTROL
1365,45.8802789878,CONTROL
1335,17.0293863659,CONTROL
1545,41.7731971484,CONTROL
1410,22.803508502,CONTROL
1245,73.1641988954,CONTROL
1335,48.1663783152,CONTROL
1545,94.0053189984,CONTROL
1245,44.4072066223,CONTROL
1290,10.1980390272,CONTROL
1470,85.0705589496,CONTROL
1305,63.9531078213,CONTROL
1350,90.2718117687,CONTROL
1170,11.1803398875,CONTROL
1350,44.7772263545,CONTROL
1605,12.2065556157,CONTROL
1215,76.0065786626,CONTROL
1320,81.5414005276,CONTROL
1425,25.9615099715,CONTROL
1110,52.1536192416,CONTROL
2175,22.803508502,CONTROL
1515,13.9283882772,CONTROL
1275,12.0830459736,CONTROL
1290,15.1327459504,CONTROL
1545,33.5261092285,CONTROL
1380,31.9061122671,CONTROL
1140,28.6356421266,CONTROL
1455,43.1740662898,CONTROL
1425,79.649231007,CONTROL
1380,43.0116263352,CONTROL
1230,127.283148924,CONTROL
1170,55.8032257132,CONTROL
1380,32.9848450049,CONTROL
1350,68.0073525437,CONTROL
975,28.4253408071,CONTROL
1500,50.0899191455,CONTROL
1230,20.6155281281,CONTROL
1305,25.495097568,CONTROL
1170,15.1327459504,CONTROL
1185,1.0,CONTROL
1215,16.1245154966,CONTROL
1080,66.2419806467,CONTROL
1200,12.6491106407,CONTROL
1365,54.2033209315,CONTROL
1575,79.4795571201,CONTROL
1185,89.0505474436,CONTROL
1170,54.7813836992,CONTROL
1170,83.7436564762,CONTROL
1230,89.185200566,CONTROL
1185,37.6563407675,CONTROL
1215,52.3259018078,CONTROL
1410,63.5059052372,CONTROL
1290,18.3847763109,CONTROL
1380,14.8660687473,CONTROL
1365,47.0956473573,CONTROL
1305,22.0,CONTROL
1545,67.1192967782,CONTROL
1485,46.872166581,CONTROL
1155,13.4536240471,CONTROL
1080,25.079872408,CONTROL
1335,57.4891294072,CONTROL
1425,17.4642491966,CONTROL
1425,26.4007575649,CONTROL
1380,28.0713376952,CONTROL
1170,26.4196896272,CONTROL
1425,37.8021163429,CONTROL
1260,24.6981780705,CONTROL
1230,36.7967389859,CONTROL
1170,38.8973006776,CONTROL
1380,49.7694685525,CONTROL
1245,14.5602197786,CONTROL
1260,17.2626765016,CONTROL
1155,23.8537208838,CONTROL
1545,20.2484567313,CONTROL
1170,50.2493781056,CONTROL
1170,47.4130783645,CONTROL
1185,7.81024967591,CONTROL
1530,54.2309874518,CONTROL
1440,117.0,CONTROL
1800,11.7046999107,CONTROL
1365,40.4969134626,CONTROL
1515,9.48683298051,CONTROL
1665,31.384709653,CONTROL
1560,40.3608721412,CONTROL
1455,8.0622577483,CONTROL
1935,37.1214223865,CONTROL
1560,21.0950231097,CONTROL
1260,12.5299640861,CONTROL
1500,41.4366987102,CONTROL
1350,7.21110255093,CONTROL
1305,36.1386219992,CONTROL
1245,51.0881590978,CONTROL
1215,34.6554469023,CONTROL
1395,72.5327512232,CONTROL
1500,28.6006992922,CONTROL
1410,46.0977222865,CONTROL
1020,133.003759345,CONTROL
1290,28.8444102037,CONTROL
1365,80.4487414445,CONTROL
1215,26.4007575649,CONTROL
1050,114.214710086,CONTROL
1035,63.41135545,CONTROL
1215,64.9384323802,CONTROL
1230,45.343136195,CONTROL
1155,68.066144301,CONTROL
1065,67.8969807871,CONTROL
1185,47.2969343615,CONTROL
1215,104.120122935,CONTROL
1200,34.0147027034,CONTROL
1170,34.0587727319,CONTROL
1275,30.61045573,CONTROL
1050,9.21954445729,CONTROL
1155,48.7647413609,CONTROL
1305,77.9358710736,CONTROL
1455,56.8594759033,CONTROL
1350,70.7248188403,CONTROL
1290,59.4642749893,CONTROL
1335,43.4626276242,CONTROL
1350,34.1320963318,CONTROL
1365,59.8080262172,CONTROL
1290,15.0332963784,CONTROL
1290,40.3112887415,CONTROL
1020,36.1247837364,CONTROL
1125,48.2597140481,CONTROL
1260,37.3363094052,CONTROL
1425,50.2493781056,CONTROL
1230,65.2763356815,CONTROL
1155,61.0573500899,CONTROL
1380,75.7693869581,CONTROL
1440,51.4198405287,CONTROL
1035,65.7647321898,CONTROL
1365,31.9530906173,CONTROL
1230,0.0,CONTROL
1680,56.2938717802,CONTROL
1455,52.7730992078,CONTROL
1395,5.38516480713,CONTROL
1410,125.781556677,CONTROL
1305,77.9871784334,CONTROL
1515,63.5059052372,CONTROL
1395,20.0,CONTROL
1380,98.6154146166,CONTROL
1515,34.1320963318,CONTROL
1425,64.8459713475,CONTROL
1245,75.2130307859,CONTROL
1530,119.230868486,CONTROL
1455,63.9531078213,CONTROL
1290,10.0498756211,CONTROL
